,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Flat data For IT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"    Generated by Jayesh K on Sep 1, 2025 10:42 AM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
    Record Count : 1334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Flat Master Name,Agreement Charges (Record Currency),Agreement Charges,Available Date for Next Booking,Balcony Type,Block Name,Booking2Contarct days,Built-up Area (Sq. Ft.),Caretaker Master,Catalogue Price last updated date,CIR Tracker,Cluster Name,Created By,Created Time,Currency,Current Move-In Date,Current Check-Out Date,Current Tenant ID,Electricity Meter Number,Email Opt Out,Exchange Rate,Flat Available to Rent Status,Flat Booking Hold Status,Flat Category,Flat Facing,Flat Iframe Embed for Virtual Tour,Flat Mailing City,Flat Mailing Country,Flat Mailing State,Flat Mailing Street,Flat Mailing Zip,Flat Master Owner,Flat Next Booking Status,Flat Occupancy Status,Flat Rent Next Start Date,Flat Security Deposit (Record Currency),Flat Security Deposit,Flat Type,Flat Video,Flat_Number,Flats Unique ID,Flats Unique ID,Floor Number,Garbage charges (Record Currency),Garbage charges,Inside the Flat,Inventory Trackers,Landlord Mailing City,Landlord Mailing Country,Landlord Mailing State,Landlord Mailing Street,Landlord Mailing Zip,Landlord Name,Last Activity Time,Last Activity Time,Website_Flat_URL,Validatortag,Update Status,Unsubscribed Time,Unsubscribed Mode,Terms & Conditions,Tag,Super Built-up Area (Sq. Ft.),Sample Contract Link,Reserved Car Parking Available,Renewal rate,Record Id,Property Unique ID,Property Onboarded Date,Property Master,Prepaid Move-Out Charge,Prepaid Move-Out Charge (Record Currency),Parking Queue,No Of Bathrooms,Next Move-In Date,Next Booking ID,Monthly Rent,Long Description,Max Occupants,Meta Title,Modified By,Monthly Maintenance,Monthly Rent (Record Currency),Meta Description,Modified Time,Monthly Maintenance (Record Currency),Wifi ID,Wifi Password
K20B310,₹ 500.00,₹ 500.00,,With Balcony - No Road,B,30,220 Square Feet,,,,Hennur/Mahadevpura,Jayesh K,"Aug 11, 2025 01:17 PM",INR,,,,,FALSE,1,Yes,Free,Fully Furnished AC,North,,Bengaluru,India,Karnataka,"Kots Vingt, B310 , #14/2, Site No 3 & 4, Behind Fern City, Doddanekkundi, K.R. Puram Hobli.",560037,Jayesh K,Booked,Occupied,,"₹ 49,600.00","₹ 49,600.00",Studio,,B310,K20B310,K20B310,,₹ 250.00,₹ 250.00,,,Bengaluru,India,Karnataka,"#14/2, Site No 3 & 4, Behind Fern City, Doddanekkundi, K.R. Puram Hobli.",560037,Srinivasulu N,"Aug 12, 2025 08:24 AM","Aug 12, 2025 08:24 AM",,Management has blocked it; update is still pending on the website.,,,,,,,,No,,zcrm_459215000039751308,K20,"Apr 26, 2025",KOTS VINGT,"₹ 14,500.00","₹ 14,500.00",FALSE,,,,"₹ 24,800.00",,2 Adults & 1 Child,,Jayesh K,"₹ 2,500.00","₹ 24,800.00",,"Aug 12, 2025 08:24 AM","₹ 2,500.00",K20B310,
K20B309,₹ 500.00,₹ 500.00,,With Balcony - No Road,B,30,220 Square Feet,,,,Hennur/Mahadevpura,Jayesh K,"Aug 11, 2025 01:17 PM",INR,,,,,FALSE,1,Yes,Free,Fully Furnished AC,North,,Bengaluru,India,Karnataka,"Kots Vingt, B309 , #14/2, Site No 3 & 4, Behind Fern City, Doddanekkundi, K.R. Puram Hobli.",560037,Jayesh K,Booked,Occupied,,"₹ 47,600.00","₹ 47,600.00",Studio,,B309,K20B309,K20B309,,₹ 250.00,₹ 250.00,,,Bengaluru,India,Karnataka,"#14/2, Site No 3 & 4, Behind Fern City, Doddanekkundi, K.R. Puram Hobli.",560037,Srinivasulu N,"Aug 12, 2025 08:24 AM","Aug 12, 2025 08:24 AM",,Management has blocked it; update is still pending on the website.,,,,,,,,No,,zcrm_459215000039751307,K20,"Apr 26, 2025",KOTS VINGT,"₹ 14,500.00","₹ 14,500.00",FALSE,,,,"₹ 23,800.00",,2 Adults & 1 Child,,Jayesh K,"₹ 2,500.00","₹ 23,800.00",,"Aug 12, 2025 08:24 AM","₹ 2,500.00",K20B309,
K20B308,₹ 500.00,₹ 500.00,,With Balcony - No Road,B,30,220 Square Feet,,,,Hennur/Mahadevpura,Jayesh K,"Aug 11, 2025 01:17 PM",INR,,,,,FALSE,1,Yes,Free,Fully Furnished AC,North,,Bengaluru,India,Karnataka,"Kots Vingt, B308 , #14/2, Site No 3 & 4, Behind Fern City, Doddanekkundi, K.R. Puram Hobli.",560037,Jayesh K,Booked,Occupied,,"₹ 47,600.00","₹ 47,600.00",Studio,,B308,K20B308,K20B308,,₹ 250.00,₹ 250.00,,,Bengaluru,India,Karnataka,"#14/2, Site No 3 & 4, Behind Fern City, Doddanekkundi, K.R. Puram Hobli.",560037,Srinivasulu N,"Aug 12, 2025 08:24 AM","Aug 12, 2025 08:24 AM",,Management has blocked it; update is still pending on the website.,,,,,,,,No,,zcrm_459215000039751306,K20,"Apr 26, 2025",KOTS VINGT,"₹ 14,500.00","₹ 14,500.00",FALSE,,,,"₹ 23,800.00",,2 Adults & 1 Child,,Jayesh K,"₹ 2,500.00","₹ 23,800.00",,"Aug 12, 2025 08:24 AM","₹ 2,500.00",K20B308,
K20B307,₹ 500.00,₹ 500.00,,With Balcony - No Road,B,30,220 Square Feet,,,,Hennur/Mahadevpura,Jayesh K,"Aug 11, 2025 01:17 PM",INR,,,,,FALSE,1,Yes,Free,Fully Furnished AC,North,,Bengaluru,India,Karnataka,"Kots Vingt, B307 , #14/2, Site No 3 & 4, Behind Fern City, Doddanekkundi, K.R. Puram Hobli.",560037,Jayesh K,Booked,Occupied,,"₹ 47,600.00","₹ 47,600.00",Studio,,B307,K20B307,K20B307,,₹ 250.00,₹ 250.00,,,Bengaluru,India,Karnataka,"#14/2, Site No 3 & 4, Behind Fern City, Doddanekkundi, K.R. Puram Hobli.",560037,Srinivasulu N,"Aug 12, 2025 08:24 AM","Aug 12, 2025 08:24 AM",,Management has blocked it; update is still pending on the website.,,,,,,,,No,,zcrm_459215000039751305,K20,"Apr 26, 2025",KOTS VINGT,"₹ 14,500.00","₹ 14,500.00",FALSE,,,,"₹ 23,800.00",,2 Adults & 1 Child,,Jayesh K,"₹ 2,500.00","₹ 23,800.00",,"Aug 12, 2025 08:24 AM","₹ 2,500.00",K20B307,
K20B306,₹ 500.00,₹ 500.00,,With Balcony - No Road,B,30,220 Square Feet,,,,Hennur/Mahadevpura,Jayesh K,"Aug 11, 2025 01:17 PM",INR,,,,,FALSE,1,Yes,Free,Fully Furnished AC,North,,Bengaluru,India,Karnataka,"Kots Vingt, B306 , #14/2, Site No 3 & 4, Behind Fern City, Doddanekkundi, K.R. Puram Hobli.",560037,Jayesh K,Booked,Occupied,,"₹ 49,600.00","₹ 49,600.00",Studio,,B306,K20B306,K20B306,,₹ 250.00,₹ 250.00,,,Bengaluru,India,Karnataka,"#14/2, Site No 3 & 4, Behind Fern City, Doddanekkundi, K.R. Puram Hobli.",560037,Srinivasulu N,"Aug 12, 2025 08:24 AM","Aug 12, 2025 08:24 AM",,Management has blocked it; update is still pending on the website.,,,,,,,,No,,zcrm_459215000039751304,K20,"Apr 26, 2025",KOTS VINGT,"₹ 14,500.00","₹ 14,500.00",FALSE,,,,"₹ 24,800.00",,2 Adults & 1 Child,,Jayesh K,"₹ 2,500.00","₹ 24,800.00",,"Aug 12, 2025 08:24 AM","₹ 2,500.00",K20B306,
K20B305,₹ 500.00,₹ 500.00,,Balcony - Road facing,B,30,220 Square Feet,,,,Hennur/Mahadevpura,Jayesh K,"Aug 11, 2025 01:17 PM",INR,,,,,FALSE,1,Yes,Free,Fully Furnished AC,South,,Bengaluru,India,Karnataka,"Kots Vingt, B305 , #14/2, Site No 3 & 4, Behind Fern City, Doddanekkundi, K.R. Puram Hobli.",560037,Jayesh K,Booked,Occupied,,"₹ 45,600.00","₹ 45,600.00",Studio,,B305,K20B305,K20B305,,₹ 250.00,₹ 250.00,,,Bengaluru,India,Karnataka,"#14/2, Site No 3 & 4, Behind Fern City, Doddanekkundi, K.R. Puram Hobli.",560037,Srinivasulu N,"Aug 12, 2025 08:24 AM","Aug 12, 2025 08:24 AM",,Management has blocked it; update is still pending on the website.,,,,,,,,No,,zcrm_459215000039751303,K20,"Apr 26, 2025",KOTS VINGT,"₹ 14,500.00","₹ 14,500.00",FALSE,,,,"₹ 22,800.00",,2 Adults & 1 Child,,Jayesh K,"₹ 2,500.00","₹ 22,800.00",,"Aug 12, 2025 08:24 AM","₹ 2,500.00",K20B305,
K20B304,₹ 500.00,₹ 500.00,,Balcony - Road facing,B,30,220 Square Feet,,,,Hennur/Mahadevpura,Jayesh K,"Aug 11, 2025 01:17 PM",INR,,,,,FALSE,1,Yes,Free,Fully Furnished AC,South,,Bengaluru,India,Karnataka,"Kots Vingt, B304 , #14/2, Site No 3 & 4, Behind Fern City, Doddanekkundi, K.R. Puram Hobli.",560037,Jayesh K,Booked,Occupied,,"₹ 47,600.00","₹ 47,600.00",Studio,,B304,K20B304,K20B304,,₹ 250.00,₹ 250.00,,,Bengaluru,India,Karnataka,"#14/2, Site No 3 & 4, Behind Fern City, Doddanekkundi, K.R. Puram Hobli.",560037,Srinivasulu N,"Aug 12, 2025 08:24 AM","Aug 12, 2025 08:24 AM",,Management has blocked it; update is still pending on the website.,,,,,,,,No,,zcrm_459215000039751302,K20,"Apr 26, 2025",KOTS VINGT,"₹ 14,500.00","₹ 14,500.00",FALSE,,,,"₹ 23,800.00",,2 Adults & 1 Child,,Jayesh K,"₹ 2,500.00","₹ 23,800.00",,"Aug 12, 2025 08:24 AM","₹ 2,500.00",K20B304,
K20B303,₹ 500.00,₹ 500.00,,Balcony - Road facing,B,30,220 Square Feet,,,,Hennur/Mahadevpura,Jayesh K,"Aug 11, 2025 01:17 PM",INR,,,,,FALSE,1,Yes,Free,Fully Furnished AC,South,,Bengaluru,India,Karnataka,"Kots Vingt, B303 , #14/2, Site No 3 & 4, Behind Fern City, Doddanekkundi, K.R. Puram Hobli.",560037,Jayesh K,Booked,Occupied,,"₹ 47,600.00","₹ 47,600.00",Studio,,B303,K20B303,K20B303,,₹ 250.00,₹ 250.00,,,Bengaluru,India,Karnataka,"#14/2, Site No 3 & 4, Behind Fern City, Doddanekkundi, K.R. Puram Hobli.",560037,Srinivasulu N,"Aug 12, 2025 08:24 AM","Aug 12, 2025 08:24 AM",,Management has blocked it; update is still pending on the website.,,,,,,,,No,,zcrm_459215000039751301,K20,"Apr 26, 2025",KOTS VINGT,"₹ 14,500.00","₹ 14,500.00",FALSE,,,,"₹ 23,800.00",,2 Adults & 1 Child,,Jayesh K,"₹ 2,500.00","₹ 23,800.00",,"Aug 12, 2025 08:24 AM","₹ 2,500.00",K20B303,
K20B302,₹ 500.00,₹ 500.00,,Balcony - Road facing,B,30,220 Square Feet,,,,Hennur/Mahadevpura,Jayesh K,"Aug 11, 2025 01:17 PM",INR,,,,,FALSE,1,Yes,Free,Fully Furnished AC,South,,Bengaluru,India,Karnataka,"Kots Vingt, B302 , #14/2, Site No 3 & 4, Behind Fern City, Doddanekkundi, K.R. Puram Hobli.",560037,Jayesh K,Booked,Occupied,,"₹ 47,600.00","₹ 47,600.00",Studio,,B302,K20B302,K20B302,,₹ 250.00,₹ 250.00,,,Bengaluru,India,Karnataka,"#14/2, Site No 3 & 4, Behind Fern City, Doddanekkundi, K.R. Puram Hobli.",560037,Srinivasulu N,"Aug 12, 2025 08:24 AM","Aug 12, 2025 08:24 AM",,Management has blocked it; update is still pending on the website.,,,,,,,,No,,zcrm_459215000039751300,K20,"Apr 26, 2025",KOTS VINGT,"₹ 14,500.00","₹ 14,500.00",FALSE,,,,"₹ 23,800.00",,2 Adults & 1 Child,,Jayesh K,"₹ 2,500.00","₹ 23,800.00",,"Aug 12, 2025 08:24 AM","₹ 2,500.00",K20B302,
K20B301,₹ 500.00,₹ 500.00,,Balcony - Road facing,B,30,220 Square Feet,,,,Hennur/Mahadevpura,Jayesh K,"Aug 11, 2025 01:17 PM",INR,,,,,FALSE,1,Yes,Free,Fully Furnished AC,South,,Bengaluru,India,Karnataka,"Kots Vingt, B301 , #14/2, Site No 3 & 4, Behind Fern City, Doddanekkundi, K.R. Puram Hobli.",560037,Jayesh K,Booked,Occupied,,"₹ 49,600.00","₹ 49,600.00",Studio,,B301,K20B301,K20B301,,₹ 250.00,₹ 250.00,,,Bengaluru,India,Karnataka,"#14/2, Site No 3 & 4, Behind Fern City, Doddanekkundi, K.R. Puram Hobli.",560037,Srinivasulu N,"Aug 12, 2025 08:24 AM","Aug 12, 2025 08:24 AM",,Management has blocked it; update is still pending on the website.,,,,,,,,No,,zcrm_459215000039751299,K20,"Apr 26, 2025",KOTS VINGT,"₹ 14,500.00","₹ 14,500.00",FALSE,,,,"₹ 24,800.00",,2 Adults & 1 Child,,Jayesh K,"₹ 2,500.00","₹ 24,800.00",,"Aug 12, 2025 08:24 AM","₹ 2,500.00",K20B301,
